428,Hell's Kitchen,Reality,FOX,Aspiring restaurateurs brave Ramsay and his fiery command of the kitchen as he puts the competitors through an intense culinary academy to prove they possess the right combination of ingredients to win a life-changing grand prize.,271,2005,60,Tv
429,El Chapo,Drama,Univision,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",33,2017,55,Tv
430,Colony,Science Fiction,USA Network,"In the near future a family must make difficult decisions as they balance staying together with trying to survive. They live in Los Angeles, which has been occupied by a force of outside intruders.  While some people have chosen to collaborate with the authorities and benefit from the new order, others have rebelled — and suffer the consequences.",36,2016,43,Tv
431,CatDog,Animation,Nickelodeon,"CatDog is an American animated television series created for Nickelodeon by Peter Hannan. The series depicts the life of conjoined brothers, with one half being a cat and the other a dog. Nickelodeon produced the series from Burbank, California. The first episode aired on April 4, 1998, before the show officially premiered in October. The episode ""Fetch"" was also shown in theaters with The Rugrats Movie.

Toward the end of the series run, a made-for-TV film was released, titled CatDog: The Great Parent Mystery. Reruns were played on Nicktoons until 2011 and later aired on TeenNick as part of The '90s Are All That block. The series is produced by Nickelodeon Animation Studio and Peter Hannan Productions and has been released on DVD.",128,1998,11,Tv
432,Rebelde,Comedy,Televisa,"Rebelde is a Mexican telenovela produced by Televisa and created by Cris Morena. It is a remake of a famous Argentine series Rebelde Way adapted for the Mexican audience therefore leading to differences in characters' backgrounds. The series ran for three seasons, the final episode airing in Mexico on June 2, 2006. Rebelde was replaced in June 2006 with Televisa's new series Código Postal.

The series is set at the Elite Way School, a prestigious private boarding high school in Mexico City with a major plot line revolving around a group of students forming a pop band. Additional subplots involve the school's faculty and the students' parents. One trademark of the show is the random use of English words and phrases, often used by fresa characters.

A notable aspect of the series is that the actors playing the bandmembers are themselves in an actual band named RBD, and perform most of the music used on the show. They have been extremely successful in their own right, becoming one of the most popular acts in Latin America and touring internationally.

Rebelde began airing March 21, 2005 and ended on December 15, 2006. The show was also transmitted in 65 other countries, including Serbia, Peru, Romania on Acasa TV, Brazil, Spain on Antena 3, Slovenia, Bulgaria and from September 2009 in Slovakia on TV Doma, in Croatia on Nova TV and in Albania on Vizion Plus.",381,2004,60,Tv
433,新世紀エヴァンゲリオン,Sci-Fi & Fantasy,TV Tokyo,"At the turn of the century, the Angels returned to Earth, seeking to wipe out humanity in an apocalyptic fury. Devastated, mankind's last remnants moved underground to wait for the day when the Angels would come back to finish the job. Fifteen years later, that day has come... but this time, humanity is ready to fight back with terrifying bio-mechanical weapons known as the Evangelions. Watch as Shinji, Rei, Asuka and the rest of the mysterious shadow agency Nerv battle to save earth from total annihilation.",26,1995,25,Tv
434,The Challenge,Reality,MTV,"Each Challenge pits numerous cast members from past seasons of Real World and Road Rules against each other (only the Fresh Meat Challenge has introduced new cast members that have never appeared on either The Real World or Road Rules), dividing them into two separate teams according to different criteria, such as by gender, which of the two shows they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",413,1998,42,Tv
435,Girls,Comedy,HBO,"The assorted humiliations, disasters and rare triumphs of four very different twenty-something girls: Hannah, an aspiring writer; Marnie, an art gallery assistant and cousins Jessa and Shoshanna.",62,2012,30,Tv
436,MasterChef Australia,Reality,Network Ten,"MasterChef Australia is a Logie Award-winning Australian competitive cooking game show based on the original British MasterChef. It is produced by Shine Australia and screens on Network Ten. Restaurateur and chef Gary Mehigan, chef George Calombaris and food critic Matt Preston serve as the show's main judges. Journalist Sarah Wilson hosted the first series, however her role was dropped at the end of the series.",405,2009,,Tv
437,Beat Bobby Flay,Reality,Food Network,"Two talented chefs go head-to-head for the chance to Beat Bobby Flay. To get to Bobby the chefs must first face off against each other, creating a spectacular dish with a secret ingredient of Bobby's choice. Judges Alex Guarnaschelli and Jeff Mauro know Bobby's strengths and his weaknesses. Their goal: Pick the chef who has the skills to take down Bobby Flay in his own arena. The winning chef gets to challenge Bobby with his or her surprise signature dish. If Bobby goes down, the winner can tell the world, ""I beat Bobby Flay!""",146,2014,30,Tv
438,Sex and the City,Comedy,HBO,"Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. ",94,1998,30,Tv
439,The Bold Type,Comedy,Freeform,"A glimpse into the outrageous lives and loves of those responsible for a global women's magazine. Their struggles are about finding your identity, managing friendships and getting your heart broken, all while wearing the perfect jeans to flatter any body type. Inspired by the life of Cosmopolitan editor in chief Joanna Coles.",20,2017,45,Tv
440,Superior Donuts,Comedy,CBS,"The relationship between Arthur, the gruff owner of a small donut shop, his enterprising new young employee, Franco, and their loyal patrons in a quickly gentrifying Chicago neighborhood.",34,2017,21,Tv
441,True Life,Documentary,MTV,"True Life is a documentary series running on MTV since March 24, 1998. Each episode follows a particular topic, such as heroin addiction as in the first episode, ""Fatal Dose."" The show is created by following a series of subjects by a camera crew through a certain part of their lives.",321,1998,60,Tv
458,ブリーチ,Action & Adventure,TV Tokyo,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",712,2004,24,Tv
459,Psych,Mystery,USA Network,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved. Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",121,2006,43,Tv
442,The X Factor,Reality,ITV2,"The X Factor is a British television music competition to find new singing talent, contested by aspiring singers drawn from public auditions. Created by Simon Cowell, the show began in September 2004 and has since aired annually from August/September through to December. The show is produced by FremantleMedia's Thames and Cowell's production company SYCOtv. It is broadcast on the ITV network in the United Kingdom and TV3 in Ireland, with spin-off behind-the-scenes show The Xtra Factor screened on ITV2. It is the originator of the international The X Factor franchise. The X Factor was devised as a replacement for the highly successful Pop Idol, which was put on indefinite hiatus after its second series, largely because Cowell, who was a judge on Pop Idol, wished to launch a show to which he owned the television rights. The perceived similarity between the two shows later became the subject of a legal dispute. The ""X Factor"" of the title refers to the undefinable ""something"" that makes for star quality.

The original judging panel was Cowell, Sharon Osbourne and Louis Walsh. Dannii Minogue joined the panel in series 4, and Cheryl Cole replaced Osbourne in series 5 after her departure. After series 7, Cowell and Cole both left to judge the American version of the show whilst Minogue left the show due to commitments on Australia's Got Talent. Kelly Rowland, Tulisa Contostavlos and Gary Barlow then joined Walsh on the judging panel for series 8, though Rowland announced she would not return for series 9 and was replaced by Nicole Scherzinger. Osbourne later returned in 2013, replacing Contostavlos. Since 2007, the show has been presented by Dermot O'Leary, who replaced original host Kate Thornton. The show is split into a series of phases, following the contestants from auditions through to the grand finale. In the original televised audition phase of the show, contestants sang in an audition room in front of just the judges. From series 6 onwards, auditionees sing on a stage in front of the judges and a live audience. Successful auditionees go through to ""bootcamp"" and then to ""judges' houses"", where judges narrow down the acts in their category down to three or four acts to mentor for the live shows, where the public vote for their favourite acts following weekly live performances by the contestants.",410,2004,60,Tv
443,Awkward.,Comedy,MTV,"An irreverent look at the conflict, chaos and humor that defines teenage life through the eyes of 15-year-old Jenna Hamilton whose life begins to change when a simple accident becomes an epic misunderstanding and is blown way out of proportion. Narration in the first-person voice of Jenna's blog posts captures the humor within the struggles and experiences everyone can relate to from their formative years.",89,2011,22,Tv
444,Camping,Comedy,HBO,"A not-so-happily married couple's meticulously planned camping trip is derailed by uninvited guests and forces of nature, turning the weekend into a test of marriage and friendships.",4,2018,30,Tv
445,Ridiculousness,Comedy,MTV,"Rob Dyrdek takes the funniest amateur internet videos and builds them into an episode of edgy, funny, and most importantly, timeless television.",306,2011,30,Tv
446,That '70s Show,Comedy,FOX,"Crank up the 8-track and flash back to a time when platform shoes and puka shells were all the rage in this hilarious retro-sitcom. For Eric, Kelso, Jackie, Hyde, Donna and Fez, a group of high school teens who spend most of their time hanging out in Eric’s basement, life in the ‘70s isn’t always so groovy. But between trying to figure out the meaning of life, avoiding their parents, and dealing with out-of-control hormones, they’ve learned one thing for sure: they’ll always get by with a little help from their friends.",200,1998,22,Tv
447,Planet Earth II,Documentary,BBC One,David Attenborough presents a documentary series exploring how animals meet the challenges of surviving in the most iconic habitats on earth.,6,2016,60,Tv
448,Gravity Falls,Animation,Disney XD,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",41,2012,22,Tv
449,Batman,Action & Adventure,ABC,"Batman is a 1960s American live action television series, based on the DC comic book character of the same name. It stars Adam West as Batman and Burt Ward as Robin — two crime-fighting heroes who defend Gotham City. It aired on ABC for three seasons from January 12, 1966 to March 14, 1968. The show was aired twice weekly for its first two seasons, resulting in the production of a total of 120 episodes.",120,1966,25,Tv
450,Freaks and Geeks,Comedy,NBC,"High school mathlete Lindsay Weir rebels and begins hanging out with a crowd of burnouts (the ""freaks""), while her brother Sam Weir navigates a different part of the social universe with his nerdy friends (the ""geeks"").",18,1999,60,Tv
451,カウボーイビバップ,Action & Adventure,TV Tokyo,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",26,1998,25,Tv
452,Last Man Standing,Comedy,ABC,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,135,2011,21,Tv
453,Shark Tank,Reality,ABC,"Aspiring entrepreneurs pitch various business ideas to ""The Sharks"" -- tough, self-made, multi-millionaire and billionaire tycoons -- in hopes of landing an investment.",204,2009,42,Tv
454,Sleepy Hollow,Drama,FOX,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,62,2013,43,Tv
455,Dancing with the Stars,Family,ABC,"The American version of the British “Strictly Come Dancing” show sees celebrities perform choreographed dance routines which are judged by a panel of renowned ballroom experts and voted on by viewers. Enjoy sizzling salsas, sambas and spray-tans as they vie for the coveted Mirrorball Trophy.",414,2005,90,Tv
456,"Walker, Texas Ranger",Action & Adventure,CBS,"Walker, Texas Ranger is an American television action crime drama series created by Leslie Greif and Paul Haggis, both starring Chuck Norris as a member of the Texas Ranger Division. The show aired on CBS in the spring of 1993, with the first season consisting of three pilot episodes. Eight full seasons followed with new episodes airing from September 25, 1993 to May 19, 2001 and reruns continuing on CBS until July 28, 2001. It was broadcast in over 100 countries, and has since spawned a made-for-television movie, entitled Trial By Fire. The movie ended on a cliffhanger, which, as of 2013, has not yet been resolved. DVD sets of all seasons have been released. At various times since 1997, reruns of the show have aired, in syndication, on the USA Network and Action in Canada. As of September 13, 2010, the series is shown on WGN America.

The show was known for its moral values. For example, the characters refrained from the use of drugs, and they participated in community service. Martial arts were displayed prominently as the primary tool of law enforcement and occasionally as a tool for Walker and company to reach out to the community. The show has since become one of the most popular action shows in television history and has gained a cult following for its camp appeal.",202,1993,45,Tv
457,Dora the Explorer,Action & Adventure,Nickelodeon,"Dora the Explorer is an American educational animated TV series created by Chris Gifford, Valerie Walsh, and Eric Weiner. Dora the Explorer became a regular series in 2000. The show is carried on the Nickelodeon cable television network, including the associated Nick Jr. channel.",184,2000,30,Tv
460,The Celebrity Apprentice,Reality,NBC,"The ultimate sixteen-week job interview where eighteen Americans compete in a series of rigorous business tasks, many of which include prominent Fortune 500 companies and require street smarts and intelligence to conquer, in order to show the boss that they are the best candidate for his companies. In each episode, the losing team is sent to the boardroom where they are judged on their performance in the task. One person is fired and sent home.",199,2004,60,Tv
461,The Sinner,Drama,USA Network,"A young mother kills in a fit of unexplainable rage a seemingly stranger. An inquisitive detective obsesses over the case, attempting to get to the bottom of the true motive behind the act.",16,2017,45,Tv
462,Six Feet Under,Drama,HBO,"A darkly comic look at members of a dysfunctional L.A. family that run a funeral business. 

When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as--and far less predictable than--the one inside.",63,2001,50,Tv
463,Las chicas del cable,Drama,Netflix,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they deal with romance, envy and the modern workplace.",24,2017,50,Tv
464,Wentworth,Drama,showcase,Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison. A modern adaptation and sequel of the iconic Prisoner series.,70,2013,45,Tv
465,The Jamie Foxx Show,Comedy,The WB,"The Jamie Foxx Show is an American television sitcom that aired on the WB Network from August 28, 1996 to January 14, 2001. The series stars Jamie Foxx, Garcelle Beauvais, Christopher B. Duncan, Ellia English, and Garrett Morris.",100,1996,30,Tv
466,The West Wing,Drama,NBC,The West Wing provides a glimpse into presidential politics in the nation's capital as it tells the stories of the members of a fictional presidential administration. These interesting characters have humor and dedication that touches the heart while the politics that they discuss touch on everyday life.,154,1999,45,Tv
467,The Cosby Show,Comedy,NBC,"The Cosby Show is an American television situation comedy starring Bill Cosby, which aired for eight seasons on NBC from September 20, 1984 until April 30, 1992. The show focuses on the Huxtable family, an upper middle-class African-American family living in Brooklyn, New York.

According to TV Guide, the show ""was TV's biggest hit in the 1980s, and almost single-handedly revived the sitcom genre and NBC's ratings fortunes"". Originally, the show had been pitched to ABC, which rejected it. Entertainment Weekly stated that The Cosby Show helped to make possible a larger variety of shows based on people of African descent, from In Living Color to The Fresh Prince of Bel-Air. The Cosby Show was based on comedy routines in Cosby's standup act, which were based on his family life. Other sitcoms, such as Home Improvement and Everybody Loves Raymond, would later follow that pattern. The show spawned the spin-off A Different World, which ran for six seasons from 1987 to 1993.",201,1984,24,Tv
468,Longmire,Crime,A&E,A Wyoming sheriff rebuilds his life and career following the death of his wife. Based on the “Walt Longmire” series of mystery novels written by best-selling author Craig Johnson.,63,2012,45,Tv
469,Barney & Friends,Comedy,PBS,"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.",268,1992,30,Tv
470,Medici: Masters of Florence,Drama,Rai 1,"The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",10,2016,60,Tv
471,The Fosters,Drama,ABC Family,"Stef Foster, a dedicated police officer, and her partner Lena Adams, a school vice principal, have built a close-knit, loving family with Stef's biological son from a previous marriage, Brandon, and their adopted twins, Mariana and Jesus. Their lives are disrupted in unexpected ways when Lena meets Callie, a hardened teen with an abusive past who has spent her life in and out of foster homes. Lena and Stef welcome Callie and her brother, Jude, into their home thinking it's just for a few weeks, until a more permanent placement can be found. But life has something else in store for the Fosters.",104,2013,42,Tv
472,The Boss Baby: Back in Business,Animation,Netflix,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.",26,2018,24,Tv
473,Major Crimes,Drama,TNT,Major Crimes explores how the American justice system approaches the art of the deals as law enforcement officers and prosecutors work together to score a conviction. Los Angeles Police Captain Sharon Raydor heads up a special squad within the LAPD that deals with high-profile or particularly sensitive crimes.,105,2012,43,Tv
474,Little House on the Prairie,Western,NBC,"Little House on the Prairie is an American Western drama television series, starring Michael Landon, Melissa Gilbert, and Karen Grassle, about a family living on a farm in Walnut Grove, Minnesota, in the 1870s and 1880s.",210,1974,45,Tv
475,Law & Order: Criminal Intent,Drama,NBC,The third installment of the “Law &amp; Order” franchise takes viewers deep into the minds of its criminals while following the intense psychological approaches the Major Case Squad uses to solve its crimes.,195,2001,60,Tv
476,Disenchantment,Sci-Fi & Fantasy,Netflix,"Set in a ruined medieval city called Dreamland, Disenchantment follows the grubby adventures of a hard-drinking princess, her feisty elf companion and her personal demon.",10,2018,28,Tv
477,Gomorra - La serie,Crime,Sky Italia,"Based on Robert Saviano's bestselling book, this gritty Italian crime drama paints a portrait of the brutal Neapolitan crime organisation the Camorra, as seen through the eyes of Ciro Di Marzo, the obedient and self- confident right-hand man of the clan's godfather, Pietro Savastano.",36,2014,50,Tv
478,Winx Club,Animation,Rai 2,"In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic.",182,2004,30,Tv
479,The Incredible Dr. Pol,Documentary,Nat Geo Wild,"Set in Central Michigan's farm country, this reality series follows the work done at Pol Veterinary Services. Specializing in large farm animals, Dr. Pol treats horses, pigs, cows, sheep, alpacas, goats, chickens and even an occasional reindeer. The program also features Dr. Brenda Grettenberger, who has worked with Dr. Pol since 1992.",122,2011,44,Tv
480,American Housewife,Comedy,ABC,"A family comedy narrated by Katie, a strong-willed mother, raising her flawed family in a wealthy town filled with perfect wives and their perfect offspring.",52,2016,21,Tv
481,Kiralik Ask,Comedy,Star TV,"A waitress named Defne Topal (Elçin Sangu) finds herself in a love game when she needs money to pay off her brother's debt. Defne looks after her grandmother, her young sister and her older brother, because her mother and father left her and her siblings. One day, a man named Ömer İplikçi (Barış Arduç) kisses her abruptly because he wants to save himself from a blind date which his aunt arranged for him. Unbeknownst to Defne and Ömer, Ömer's aunt Neriman (Nergis Kumbasar) saw the kiss. After that, Neriman comes with an offer to Defne to marry and then leave the man she rented her for. Neriman is ready to give 400.000 liras, but Defne only takes the money she needed (200.000 liras) and accepts the offer to save her brother from the people he is indebted to. She starts as an assistant near Ömer İplikçi, unaware of the fact that he is the man who kissed her until she sees him on her first work day.She has 6 months to marry and then leave him. Ömer İplikçi has a work obsession and is generally hard-to-please. But when Defne becomes his assistant, his life changes forever.",69,2015,120,Tv
482,Over the Garden Wall,Mystery,Cartoon Network,"Two brothers, Wirt and Greg, find themselves lost in the Unknown; a strange forest adrift in time. With the help of a wise old Woodsman and a foul-tempered bluebird named Beatrice, Wirt and Greg must travel across this strange land, in hope of finding their way home. Join them as they encounter surprises and obstacles on their journey through the wood.",10,2014,11,Tv
483,Heroes,Sci-Fi & Fantasy,NBC,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,78,2006,43,Tv
484,Deadliest Catch,Reality,Discovery,"Forty-foot waves, 700 pound crab pots, freezing temperatures and your mortality staring you in the face…it's all in a day's work for these modern day prospectors. During each episode we will watch crews race to meet their quota and make it home safely.",230,2005,45,Tv
485,Combat!,War & Politics,ABC,"Combat! is an American television program that originally aired on ABC from 1962 until 1967. The show covered the grim lives of a squad of American soldiers fighting the Germans in France during World War II. The program starred Rick Jason as platoon leader Second Lieutenant Gil Hanley and Vic Morrow as Sergeant ""Chip"" Saunders.",152,1962,60,Tv
486,Miami Vice,Crime,NBC,"The story of the Miami Police Department's vice squad and its efforts to end drug trafficking and prostitution, centered on the unlikely partnership of Sonny Crockett and Ricardo Tubbs - who first meet when Tubbs is undercover in a drug cartel.",114,1984,42,Tv
487,Отель Элеон,Comedy,STS,"The new series of CTC, which will continue the story of the hit comedy ""Kitchen"". Chef Victor Barinov retired and Eleanor Andreevna met the man of her dreams and moved to St. Petersburg - this ended the final season of ""Kitchen"". But life in the hotel and the restaurant continues: Michael Dzhekovich still responsible for order in the ""Eleon"" chef Victor restaurant appointed Senya, and her daughter gets an unexpected boost, which is not pleased with the bone. Everything goes on as usual, while the hotel is not headed by Paul - unlucky nephew of former mistress. In order not to disappoint Aunt and save the business, he entices Brussels Supermenedzher Sofia Tolstaya. New management sets its own rules, and now the hotel is waiting for major changes that overturned upside down not only the habitual way of ""Eleon"", but the characters and personal plans.",63,2016,30,Tv
488,Big Little Lies,Drama,HBO,"Subversive, darkly comedic drama Big Little Lies tells the tale of three mothers of first graders whose apparently perfect lives unravel to the point of murder.",7,2017,50,Tv
489,White Collar,Crime,USA Network,"Neal Caffrey, a con man, forger and thief, is captured after a three-year game of cat and mouse with the FBI. With only months left serving a four-year sentence, he escapes to look for Kate, his girlfriend. Peter Burke, the FBI agent who initially captured Caffrey, finds and returns him to prison. This time, Caffrey proposes a deal with the FBI, as part of a work-release program. After some hesitation, Burke agrees, and thus begins this unconventional arrangement where Caffrey helps Burke apprehend white collar criminals.",80,2009,42,Tv
490,Élite,Crime,Netflix,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",8,2018,50,Tv
491,Talking Dead,Drama,AMC,"Talking Dead is a live talk show in which host Chris Hardwick discusses episodes of the AMC television series The Walking Dead with guests, including celebrity fans, cast members, and crew from the series.",142,2011,60,Tv
492,Polizeiruf 110,Crime,ARD,"Polizeiruf 110 is a long-running German language detective television series. The first episode was broadcast 27 June 1971 in the German Democratic Republic, and after the dissolution of Fernsehen der DDR the series was picked up by ARD. It was originally created as a counterpart to the West German series Tatort, and quickly became a public favorite.

In contrast with other television crime series, in which killings are practically the primary focus, while Tatort handled homicide cases, the cases handled in the GDR TV's Polizeiruf were more often the more frequent, and less serious, crimes such as domestic violence, extortion, fraud, theft and juvenile delinquency, as well as alcoholism, child abuse and rape. Contrary to Tatort, which concentrated on the primary characters and their private lives, police procedure was the center of attention of Polizeiruf, especially in the earlier episodes. The scriptwriters attached particular importance to representation of the criminal and his state of mind, as well as the context of the crime. Many episodes aimed to teach and enlighten the audience about what does and what doesn't constitute appropriate behaviour and appropriate thought, rather than just to entertain. Polizeiruf was one of the few broadcasts by GDR media in which the real problems and difficulties of the supposedly more advanced socialist society could be displayed and discussed to some extent, albeit in a fictionalized and pedagogicalized environment.",372,1971,90,Tv
493,La Femme Nikita,Action & Adventure,USA Network,"La Femme Nikita was a Canadian action/drama television series based on the French film Nikita by Luc Besson. The series was co-produced by Jay Firestone of Fireworks Entertainment and Warner Bros.. It was adapted for television by Joel Surnow. The series was first telecast in North America on the USA Network cable channel on January 13, 1997, and ran for five television seasons—until March 2001. The series was also aired in Canada on the over-the-air CTV Television Network. La Femme Nikita was the highest-rated drama on American basic cable during its first two seasons. It was also distributed in some other countries, and it continues to have a strong cult following.",97,1997,60,Tv
494,Yasak Elma,Drama,FOX,"Three things in life can not be hidden ""love, smoke and lack of money"". The social society and the events behind the business world are told.",19,2018,120,Tv
512,Malcolm in the Middle,Comedy,FOX,"A gifted young teen tries to survive life with his dimwitted, dysfunctional family.",151,2000,30,Tv
495,七つの大罪,Action & Adventure,MBS,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",49,2014,24,Tv
496,ドラゴンボール超（スーパー）,Animation,Fuji TV,"Set just after the events of the Buu Saga of Dragon Ball Z, a deadly threat awakens once more. People lived in peace without knowing who the true heroes were during the devastating battle against Majin Buu. The powerful Dragon Balls have prevented any permanent damage, and our heroes also continue to live a normal life. In the far reaches of the universe, however, a powerful being awakens early from his slumber, curious about a prophecy of his defeat.

Join Gokuu, Piccolo, Vegeta, Gohan, and the rest of the Dragon Ball crew as they tackle the strongest opponent they have ever faced. Beerus, the god of destruction, now sets his curious sights on Earth. Will the heroes save the day and prevent earth's destruction? Or will the whims of a bored god prove too powerful for the Saiyans? Gokuu faces impossible odds once more and fights for the safety of his loved ones and the planet.",193,2015,24,Tv
497,Orphan Black,Drama,Space,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,50,2013,43,Tv
498,Preacher,Comedy,AMC,"A preacher sets out on a mission to make the almighty himself confess his sin of abandoning the world. With his best friend Cassidy, an alcoholic Irish vampire, his love Tulip, a red blooded gun towing Texan, and the power of genesis, an unholy child born from an angel and a devil, Jesse gives up everything to set the world straight with its creator.",33,2016,60,Tv
499,Leverage,Drama,TNT,"Leverage follows a five-person team: a thief, a grifter, a hacker, and a retrieval specialist, led by former insurance investigator Nathan Ford, who use their skills to fight corporate and governmental injustices inflicted on ordinary citizens.",77,2008,42,Tv
500,20 to 1,,Nine Network,"20 to 1 is an Australian television series, currently hosted by Bert Newton that counts down an undefined ""top 20"" of elements or events of popular culture, such as films, songs, sporting scandals. Previously the show was hosted by Bud Tingwell and narrated by David Reyne. The format mixes archival footage of the listed events with comments from various Australian celebrities.",139,2005,60,Tv
501,クレヨンしんちゃん,Animation,TV Asahi,"Shin-chan, the boy next door, is a walking disaster, creating chaos wherever he goes. With the body of a child and the mind of an adult, Shinchan is wreaking more havoc than any child before. Shin-chan is carefree, optimistic and gets excited about everything. This 5 year-old likes to do things his way.",1394,1992,26,Tv
502,Life,Drama,NBC,"Complex, offbeat Detective Charlie Crews returns to the force after serving time in prison for a crime he didn’t commit. Crews’ new lease on life has provided him with a Zen-like outlook, peace of mind and no need for vengeance, an attitude which can be challenging to maintain when someone he cares about is threatened — or when he is investigating the mystery surrounding the murder he was falsely accused of.",32,2007,45,Tv
503,Continuum,Action & Adventure,Showcase,"The series centers on the conflict between a group of rebels from the year 2077 who time-travel to Vancouver, BC, in 2012, and a police officer who accidentally accompanies them. In spite of being many years early, the rebel group decides to continue its violent campaign to stop corporations of the future from replacing governments, while the police officer endeavours to stop them without revealing to anyone that she and the rebels are from the future.",42,2012,45,Tv
504,Animal Kingdom,Crime,TNT,"The series centers on 17-year-old Joshua ""J"" Cody, who moves in with his freewheeling relatives in their Southern California beach town after his mother dies of a heroin overdose. Headed by boot-tough matriarch Janine ""Smurf"" Cody and her right-hand Baz, who runs the business and calls the shots, the clan also consists of Pope, the oldest and most dangerous of the Cody boys; Craig, the tough and fearless middle son; and Deran, the troubled, suspicious ""baby"" of the family.",36,2016,55,Tv
505,The Last Kingdom,Action & Adventure,Netflix,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",17,2015,60,Tv
506,Andi Mack,Comedy,Disney Channel,"Andi is contemplative and artistic and sheltered by overprotective parents. But on the eve of her 13th birthday, Andi's free-spirited older sister Bex returns home with a revelation that changes everything and sends Andi on an uncharted course of self-discovery.",40,2017,23,Tv
507,Marvel's Ultimate Spider-Man,Action & Adventure,Disney XD,"While being trained by S.H.I.E.L.D., Spider-Man battles evil with a new team of teen colleagues.",104,2012,21,Tv
508,Eureka,Sci-Fi & Fantasy,Syfy,"The sleep Pacific Northwest town of Eureka is hiding a mysterious secret. The government has been relocating the world's geniuses and their families to this rustic town for years where innovation and chaos have lived hand in hand. U.S. Marshal Jack Carter stumbles upon this odd town after wrecking his car and becoming stranded there. When the denizens of the town unleash on unknown scientific creation, Carter jumps in to try to restore order and consequently learns of one of the country's best kept secrets.",77,2006,60,Tv
509,The Amazing Race,Reality,CBS,"This reality competition sees teams embark on a trek around the world to amazing destinations where they must compete in a series of challenges, some mental and some physical. Only when the tasks are completed will they learn of their next location. Teams who are the farthest behind will gradually be eliminated as the contest progresses, with the first team to arrive at the final destination winning the race and the $1 million prize.",358,2001,42,Tv
510,The Real Housewives of New Jersey,Reality,Bravo,"We head to the Garden State for this installment of the “Housewives” franchise, focusing on affluent Jersey girls who are more than just friends. The cast has changed through the seasons but the featured housewives through the years have included Caroline Manzo, a devoted wife and mother of three adult children; former Las Vegas cosmetologist Jacqueline Laurita, who is now a full-time housewife; and Teresa Giudice, a mother of four who runs her household without help from a nanny or personal assistant.",150,2009,60,Tv
511,Sharp Objects,Drama,HBO,Reporter Camille Preaker confronts the psychological demons from her past when she returns to her hometown to investigate the murders of two young girls.,8,2018,60,Tv
